revenue,expenditure,gdp,population,popu_agri,id,data,pcgdp,pcrevenue,pcexpenditure
.15237,.34489,2.05414,,,460,,,,
.22899,.46491,4.24,,,461,,,,
.17631,.52381,4.38012,.19,.18,462,,23.053263,.92794734,2.7568948
.12597,.63531,3.72,.31,.25,463,,12,.40635484,2.049387
.16812,.70116,3.8598,.34,.26,464,,11.352353,.4944706,2.0622354
.17129,.27206,2.72139,,,465,,,,
.17155,.27707,2.8356,,,466,,,,
.13515,.2569,3.2885,,,467,,,,
.055,.15867,1.10559,,,468,,,,
.19977,.6996599999999999,6.11275,.3,.19,469,,20.375834,.66589999,2.3322001
.16793,.73548,5.66131,.3,.21,470,1,18.871033,.55976665,2.4516001
.08441,.19066,1.29776,,,471,,,,
.21274,.35925,2.27191,,,472,,,,
.08662,.26785,2.00046,,,473,,,,
.1867,.77908,8.81434,.44,.34,474,1,20.032591,.42431819,1.7706363
.32303,1.02201,20.40135,.64,.52,475,1,31.87711,.5047344,1.5968906
.32064,1.13813,12.47821,.59,.42,476,1,21.149508,.54345763,1.9290339
.21601,.24523,4.0498,,,477,,,,
.23212,.29025,3.9161,,,478,,,,
.18138,.31883,2.53807,,,479,,,,
.09412,.68701,7.22047,.63,.5,480,1,11.461063,.14939682,1.090492
.05293,.55996,3.43206,.44,.37,481,,7.8001366,.12029546,1.2726364
.27682,.94801,9.54926,.54,.45,482,,17.683815,.51262963,1.7555741
.08341,.62016,5.67303,.53,.44,483,,10.70383,.15737736,1.1701132
.09715,.187,3.25,,,484,,,,
.10017,.20794,1.22,,,485,,,,
.44093,.77093,17.5501,,,486,,,,
.32755,.52922,9.80856,,,487,,,,
.16289,.85578,8.00629,.73,.62,488,1,10.967521,.22313699,1.1723014
.40851,1.37553,24.77,.72,.55,489,1,34.402779,.567375,1.9104583
.08463,.22654,1.5,,,490,,,,
.02794,.0997,.6657999999999999,,,491,,,,
.04157,.12704,.6789500000000001,,,492,,,,
.03075,.09259,.8110000000000001,,,493,,,,
.05115,.12104,.32825,,,494,,,,
.14047,.8882100000000001,4.1255,.73,.68,495,,5.65137,.19242465,1.2167261
.0704,.56262,2.60257,.42,.35,496,,6.1965952,.16761905,1.3395715
.13837,.1769,6.804,,,497,,,,
.08553,.13447,3.5724,,,498,,,,
